fiesta,fiestaLabel,locationLabel
http://www.wikidata.org/entity/Q23647854,Semana Santa en Talavera de la Reina,Talavera de la Reina
http://www.wikidata.org/entity/Q23647855,Semana Santa en Tarancón,Tarancón
http://www.wikidata.org/entity/Q23647857,Semana Santa en Villarrubia de los Ojos,Villarrubia de los Ojos
http://www.wikidata.org/entity/Q23647860,Pasión Viviente de Hiendelaencina,Hiendelaencina
http://www.wikidata.org/entity/Q23647864,Pasión Viviente de Tarancón,Tarancón
http://www.wikidata.org/entity/Q23647866,Fiestas de San Juan Evangelista y Santa Quiteria,Huete
http://www.wikidata.org/entity/Q23662106,Fiestas de Moros y Cristianos de Valverde del Júcar,Valverde de Júcar
http://www.wikidata.org/entity/Q23662111,Fiesta de las Paces,Villarta de San Juan
http://www.wikidata.org/entity/Q23662117,Fiesta de la Vaca,San Pablo de los Montes
http://www.wikidata.org/entity/Q23662121,Fiesta de Santa Águeda,Espinosa de Henares
http://www.wikidata.org/entity/Q23662123,Fiesta de Santa Águeda,Cogolludo
http://www.wikidata.org/entity/Q23662124,Feria de las Mercaderías,Tendilla
http://www.wikidata.org/entity/Q23662129,Jornadas Medievales de Montiel,Montiel
http://www.wikidata.org/entity/Q23662131,Jornadas Cervantinas,El Toboso
http://www.wikidata.org/entity/Q23662135,Romería de Nuestra Señora de la Natividad,Méntrida
http://www.wikidata.org/entity/Q23662136,Romería de la Santísima Virgen de las Viñas,Tomelloso
http://www.wikidata.org/entity/Q23662140,Danzantes y Santísimo Cristo de la Viga,Villacañas
http://www.wikidata.org/entity/Q23662142,Cruces de Mayo de Villanueva de los Infantes,Villanueva de los Infantes
http://www.wikidata.org/entity/Q23662146,Fiesta del Mayo Manchego,Pedro Muñoz
http://www.wikidata.org/entity/Q23662148,Fiestas de Mayo de Villamayor de Calatrava,Villamayor de Calatrava
http://www.wikidata.org/entity/Q23662149,Romería del Santísimo Cristo del Sahúco,Peñas de San Pedro
http://www.wikidata.org/entity/Q23662157,Fiesta de Rus,San Clemente
http://www.wikidata.org/entity/Q23662159,Fiesta del Santo Voto,Puertollano
http://www.wikidata.org/entity/Q23662163,Corpus Christi en Hellín,Hellín
http://www.wikidata.org/entity/Q23662167,Corpus Christi en Porzuna,Porzuna
http://www.wikidata.org/entity/Q23662169,Corpus Christi en Villanueva de la Fuente,Villanueva de la Fuente
http://www.wikidata.org/entity/Q23662174,Danzas de la octava del Corpus,Valverde de los Arroyos
http://www.wikidata.org/entity/Q23662178,Fiesta de Nuestra Señora del Carmen,Molina de Aragón
http://www.wikidata.org/entity/Q23662180,Alvarada Medieval,Cañete
http://www.wikidata.org/entity/Q23662182,Fiesta de Nuestra Señora de la Antigua de Manjavacas,Mota del Cuervo
http://www.wikidata.org/entity/Q23662185,Encierros de Brihuega,Brihuega
http://www.wikidata.org/entity/Q23662186,Procesión de los Faroles,Sigüenza
http://www.wikidata.org/entity/Q23662188,Romería de la Virgen de la Consolación,Iniesta
http://www.wikidata.org/entity/Q23662190,Encierros Fernanducos,Fernán Caballero
http://www.wikidata.org/entity/Q23662196,Encierros de Almodóvar del Campo,Almodóvar del Campo
http://www.wikidata.org/entity/Q23662199,Fiesta de la Vendimia de Valdepeñas,Valdepeñas
http://www.wikidata.org/entity/Q23662201,Fiesta Ganchera del Alto Tajo,Zaorejas
http://www.wikidata.org/entity/Q23662203,Fiestas del Santo Niño,Majaelrayo
http://www.wikidata.org/entity/Q23662207,Romería de Nuestra Señora de las Virtudes,Santa Cruz de Mudela
http://www.wikidata.org/entity/Q23662212,Procesión del Fuego,Humanes
http://www.wikidata.org/entity/Q23662215,Desfile de carrozas de Azuqueca de Henares,Azuqueca de Henares
http://www.wikidata.org/entity/Q23662220,Procesión del Santísimo de la Sala,Bargas
http://www.wikidata.org/entity/Q23662221,Fiesta de San Mateo,Cuenca
http://www.wikidata.org/entity/Q23662229,Septenario de la Virgen de Tejeda,Moya
http://www.wikidata.org/entity/Q23662234,Fiesta de la Rosa del Azafrán,Consuegra
http://www.wikidata.org/entity/Q23662236,Fiesta de El Vítor,Horcajo de Santiago
http://www.wikidata.org/entity/Q23662239,Belén viviente de Vega del Codorno,Vega del Codorno
http://www.wikidata.org/entity/Q39160635,Moros y Cristianos de Alcázar de San Juan,Alcázar de San Juan
http://www.wikidata.org/entity/Q4886497,Chíviri,Trujillo
http://www.wikidata.org/entity/Q5548448,Pasión Viviente de Oliva de la Frontera,Oliva de la Frontera
http://www.wikidata.org/entity/Q5573755,La Encamisá de Torrejoncillo,Torrejoncillo
http://www.wikidata.org/entity/Q5861062,Festival Internacional de la Sierra,Fregenal de la Sierra
http://www.wikidata.org/entity/Q5962713,La Carrerita,Villanueva de la Serena
http://www.wikidata.org/entity/Q5963233,La Encamisá de Navalvillar de Pela,Navalvillar de Pela
http://www.wikidata.org/entity/Q5970284,Las Carantoñas,Acehúche
http://www.wikidata.org/entity/Q5980061,Los Negritos de San Blas,Montehermoso
http://www.wikidata.org/entity/Q6427294,El Peropalo,Villanueva de la Vera
http://www.wikidata.org/entity/Q20021609,Semana Santa Trujillana,Trujillo
http://www.wikidata.org/entity/Q23661989,Ruta de Carlos V,La Vera
http://www.wikidata.org/entity/Q23661992,Las Candelas,Almendralejo
http://www.wikidata.org/entity/Q23661995,Carnaval de Campo Arañuelo,Navalmoral de la Mata
http://www.wikidata.org/entity/Q23661997,Los Empalaos,Valverde de la Vera
http://www.wikidata.org/entity/Q23662000,Romería de Piedraescrita,Campanario
http://www.wikidata.org/entity/Q23662002,Las Carreras,Arroyo de la Luz
http://www.wikidata.org/entity/Q23662005,La Chafaina,Fuente de Cantos
http://www.wikidata.org/entity/Q23662008,La Santa Cruz,Feria
http://www.wikidata.org/entity/Q23662014,Romería de San Isidro,Valencia de Alcántara
http://www.wikidata.org/entity/Q23662017,Romería de San Isidro,Fuente de Cantos
http://www.wikidata.org/entity/Q23662018,Recreación de la Batalla de La Albuera,La Albuera
http://www.wikidata.org/entity/Q23662020,Octava del Corpus,Peñalsordo
http://www.wikidata.org/entity/Q23662023,Corpus Christi,San Vicente de Alcántara
http://www.wikidata.org/entity/Q23662025,Toros de San Juan,Coria
http://www.wikidata.org/entity/Q23662027,Fiesta Medieval,Alburquerque
http://www.wikidata.org/entity/Q23662032,Martes Mayor,Plasencia
http://www.wikidata.org/entity/Q23662036,Teatro Alcalde de Zalamea,Zalamea de la Serena
http://www.wikidata.org/entity/Q23662038,La Enramá,Pinofranqueado
http://www.wikidata.org/entity/Q23662039,Fiesta de la Tenca,Mancomunidad Tajo-Salor
http://www.wikidata.org/entity/Q23662044,Vendimia Tradicional,Villafranca de los Barros
http://www.wikidata.org/entity/Q23662055,Día del Jamón,Monesterio
http://www.wikidata.org/entity/Q23662063,Las Capeas,Segura de León
http://www.wikidata.org/entity/Q23662074,La Hispanidad,Guadalupe
http://www.wikidata.org/entity/Q23662084,Otoño Mágico,Hervás
http://www.wikidata.org/entity/Q23662090,Los Escobazos,Jarandilla de la Vera
http://www.wikidata.org/entity/Q5836853,Fiesta de La Maya,Colmenar Viejo
http://www.wikidata.org/entity/Q23453142,Semana Santa en Alcalá de Henares,Alcalá de Henares
http://www.wikidata.org/entity/Q23453232,Semana Santa en Torrejón de Ardoz,Torrejón de Ardoz
http://www.wikidata.org/entity/Q23453288,Semana Santa en San Lorenzo de El Escorial,San Lorenzo de El Escorial
http://www.wikidata.org/entity/Q23453336,Pasión Viviente de Morata de Tajuña,Morata de Tajuña
http://www.wikidata.org/entity/Q23453449,La Pasión de Villarejo de Salvanés,Villarejo de Salvanés
http://www.wikidata.org/entity/Q23453538,La Pasión de Carabaña,Carabaña
http://www.wikidata.org/entity/Q23453636,La Pasión de Daganzo,Daganzo de Arriba
http://www.wikidata.org/entity/Q23453824,Procesión del Encuentro,Móstoles
http://www.wikidata.org/entity/Q23455515,Fiesta de la Vaquilla,Pedrezuela
http://www.wikidata.org/entity/Q23455600,Fiesta de San Sebastián,Villaviciosa de Odón
http://www.wikidata.org/entity/Q23455822,Fiesta de la Maya,El Molar
http://www.wikidata.org/entity/Q23458862,Dos de Mayo en Móstoles,Móstoles
http://www.wikidata.org/entity/Q23458921,Aparición del Santísimo Cristo,Griñón
http://www.wikidata.org/entity/Q23458984,Travesía de las Cumbres Escurialenses,San Lorenzo de El Escorial
http://www.wikidata.org/entity/Q23459134,Real Mercado del Siglo de Oro y Bodas Reales entre don Felipe IV y doña Mariana de Austria,Navalcarnero
http://www.wikidata.org/entity/Q23459185,Romería de la Virgen de la Herrería,El Escorial
http://www.wikidata.org/entity/Q23459249,Fiesta de la Caldereta,Hoyo de Manzanares
http://www.wikidata.org/entity/Q23459290,Fiestas de Nuestra Señora de los Santos y San Simón de Rojas,Móstoles
http://www.wikidata.org/entity/Q23459345,Embarcación de la Virgen de la Alarilla,Fuentidueña de Tajo
http://www.wikidata.org/entity/Q23459602,Belén Viviente,Buitrago del Lozoya
http://www.wikidata.org/entity/Q5861003,Festival Internacional de Jazz de San Javier,San Javier
http://www.wikidata.org/entity/Q16630051,Semana Santa en Archena,Archena
http://www.wikidata.org/entity/Q20021354,Carnaval de Cartagena,Cartagena
http://www.wikidata.org/entity/Q23660861,Romería de San Blas,Santiago de la Ribera
http://www.wikidata.org/entity/Q23660863,Carnaval de Cabezo de Torres,Cabezo de Torres
http://www.wikidata.org/entity/Q23660864,Semana Santa en Moratalla,Moratalla
http://www.wikidata.org/entity/Q23660865,Semana Santa en Yecla,Yecla
http://www.wikidata.org/entity/Q23660869,Semana Santa en San Pedro del Pinatar,San Pedro del Pinatar
http://www.wikidata.org/entity/Q23660870,Semana Santa en Alcantarilla,Alcantarilla
http://www.wikidata.org/entity/Q23660872,Semana Santa en Alhama de Murcia,Alhama de Murcia
http://www.wikidata.org/entity/Q23660873,Semana Santa en Calasparra,Calasparra
http://www.wikidata.org/entity/Q23660875,Procesión del Cristo de los Mineros,La Unión
http://www.wikidata.org/entity/Q23660876,Semana Santa en Abarán,Abarán
http://www.wikidata.org/entity/Q23660878,Semana Santa en Totana,Totana
http://www.wikidata.org/entity/Q23660879,Certamen Internacional de Tunas,Murcia
http://www.wikidata.org/entity/Q23660880,Moros y Cristianos de Abanilla,Abanilla
http://www.wikidata.org/entity/Q23660882,Fiestas de la Bruja,Alcantarilla
http://www.wikidata.org/entity/Q23660884,Fiestas de la Santísima y Vera Cruz,Abanilla
http://www.wikidata.org/entity/Q23660886,Fiesta de los Mayos,Alhama de Murcia
http://www.wikidata.org/entity/Q23660887,Fiestas de San Isidro Labrador,Yecla
http://www.wikidata.org/entity/Q23660889,Moros y Cristianos de Santomera,Santomera
http://www.wikidata.org/entity/Q23660892,Fiestas de la Virgen del Carmen,San Pedro del Pinatar
http://www.wikidata.org/entity/Q23660893,Festival Internacional del Folclore en el Mediterráneo,Murcia
http://www.wikidata.org/entity/Q23660895,Fiestas del Santísimo Cristo del Rayo,Moratalla
http://www.wikidata.org/entity/Q23660905,Festival del Cante Flamenco,
http://www.wikidata.org/entity/Q23660916,"Festival de Teatro, Música y Danza",San Javier
http://www.wikidata.org/entity/Q23660927,Fiestas de la Vendimia,Jumilla
http://www.wikidata.org/entity/Q23660928,Semana Internacional de la Huerta y el Mar,Los Alcázares
http://www.wikidata.org/entity/Q23660931,Encierros de Blanca,Blanca
http://www.wikidata.org/entity/Q23660934,Fiestas de Sodales Ibero-Romanos,Fortuna
http://www.wikidata.org/entity/Q23660940,Romería de la Virgen de la Esperanza,Calasparra
http://www.wikidata.org/entity/Q23660942,Fiestas de San Clemente,Lorca
http://www.wikidata.org/entity/Q21002000,Día de Campoo,Reinosa
http://www.wikidata.org/entity/Q23661574,Festa da malla de Meira,Meira
http://www.wikidata.org/entity/Q23661580,Fiesta de la Anguila y Muestra de la Caña del País,Valga
http://www.wikidata.org/entity/Q23661584,Romería de San Ramón de Bealo,Boiro
http://www.wikidata.org/entity/Q23661590,Fiesta del Pan de Neda,Neda
http://www.wikidata.org/entity/Q23661605,Romería de la Virgen de A Franqueira,La Cañiza
http://www.wikidata.org/entity/Q23661615,Fiesta de la Danza y Contradanza de Darbo,Darbo
http://www.wikidata.org/entity/Q23661618,Romería de Nuestra Señora de los Milagros de Caion,A Laracha
http://www.wikidata.org/entity/Q2750225,Carnaval de Lanz,Lanz
http://www.wikidata.org/entity/Q3100145,Tributo de las Tres Vacas,Isaba
http://www.wikidata.org/entity/Q20984236,Encierro del Pilón,Falces
http://www.wikidata.org/entity/Q20994893,Conmemoración de la Batalla de Lácar,Lácar
http://www.wikidata.org/entity/Q21001850,Carnavales de Ituren y Zubieta,Zubieta
http://www.wikidata.org/entity/Q21001850,Carnavales de Ituren y Zubieta,Ituren
http://www.wikidata.org/entity/Q23309506,Auto de los Reyes Magos,Sangüesa
http://www.wikidata.org/entity/Q23309520,Carnaval de Alsasua,Alsasua
http://www.wikidata.org/entity/Q23309540,Semana Santa en Corella,Corella
http://www.wikidata.org/entity/Q23309577,Fiesta de la Cereza,Milagro
http://www.wikidata.org/entity/Q23309614,Encuentros con la Historia,Artajona
http://www.wikidata.org/entity/Q23309636,Día del Pastor,Huarte-Araquil
http://www.wikidata.org/entity/Q23309655,Toro con soga,Lodosa
http://www.wikidata.org/entity/Q23661622,Fiesta de Jesús el Nazareno y procesión de las Mortajas,Puebla del Caramiñal
http://www.wikidata.org/entity/Q23661624,Romería de la Saínza,Rairiz de Veiga
http://www.wikidata.org/entity/Q23661628,Fiesta de San Miguel y Danza das Espadas,Marín
http://www.wikidata.org/entity/Q23661629,Festa da Faba,Lorenzana
http://www.wikidata.org/entity/Q23661630,As San Lucas,Mondoñedo
http://www.wikidata.org/entity/Q23661632,Fiesta de la Castaña y la Seta,Riós
http://www.wikidata.org/entity/Q23661634,Feria de Santos,Monterroso
http://www.wikidata.org/entity/Q23661636,Fiesta de la castaña,Orense
http://www.wikidata.org/entity/Q23661640,Fiesta de San Martiño,Moaña
http://www.wikidata.org/entity/Q23661642,Belén artesanal de Valga,Valga
http://www.wikidata.org/entity/Q23661645,Belén electrónico de Begonte,Begonte
http://www.wikidata.org/entity/Q23708896,Q23708896,Salvatierra de Miño
http://www.wikidata.org/entity/Q23710981,Entroido dos Boteiros,Villarino de Conso
http://www.wikidata.org/entity/Q23710983,Feria del Queso del Cebrero,Pedrafita do Cebreiro
http://www.wikidata.org/entity/Q23710984,Encuentro Internacional de Gaiteros de Monterrei,Monterrey
http://www.wikidata.org/entity/Q23710984,Encuentro Internacional de Gaiteros de Monterrei,Castillo de Monterrey
http://www.wikidata.org/entity/Q23710985,Feria del Vino,El Rosal
http://www.wikidata.org/entity/Q28157451,Fiesta de la Castaña,Folgoso do Courel
http://www.wikidata.org/entity/Q23309321,Quema de Judas,Alfaro
http://www.wikidata.org/entity/Q23309364,Procesión del Humo,Arnedillo
http://www.wikidata.org/entity/Q23309394,Ferias de la Concepción,Santo Domingo de la Calzada
http://www.wikidata.org/entity/Q42960147,Batalla del clarete,San Asensio
http://www.wikidata.org/entity/Q42960759,Romería de la Caridad Grande,Villoslada de Cameros
http://www.wikidata.org/entity/Q42961218,Fiestas de san Cosme y san Damián,Arnedo
http://www.wikidata.org/entity/Q42962811,Rosario de los Faroles,Haro
http://www.wikidata.org/entity/Q42965618,Jornadas de la Verdura,Calahorra
http://www.wikidata.org/entity/Q42965710,Molienda de Ocón,Ocón
